Temparature,Humidity,Moisture,Soil_Type,Crop_Type,Nitrogen,Potassium,Phosphorous,Fertilizer
28.14938935,81.54448882,29.745530822852835,Sandy,banana,107,45,72,MOP
26.42313317,83.69950440000002,16.307146893539702,Sandy,banana,116,55,81,DAP
26.59386409,81.40740301,35.61925328545054,Peaty,banana,101,50,75,Super Phosphate
27.71822477,76.57853189,22.29184798537409,Silt,banana,93,50,81,NPK
28.98333432,82.95958244,31.496536924512498,Sandy,banana,95,45,75,NPK
29.42017919,83.96754496,31.11730856863474,Saline,banana,107,55,71,MOP
27.39872329,81.10523402,37.7596574940946,Sandy,banana,83,47,94,MOP
26.4020227,84.41007614,18.522727217834642,Clay,banana,102,54,73,NPK
27.81251452,82.69285419,29.77497074917265,Clay,banana,86,45,79,NPK
25.19640218,83.55829874,22.78303217224097,Chalky,banana,117,53,86,DAP
28.31193338,75.77363772,19.713081557163328,Sandy,banana,111,53,79,NPK
25.90113128,80.47152737,16.3716357268215,Chalky,banana,95,50,74,Urea
27.48612983,76.11239849,35.020835026144994,Loamy,banana,91,55,75,Ammonium Sulphate
29.38254012,83.50423735,26.20998644845722,Clay,banana,93,46,83,Urea
29.22118628,81.08183635,16.05725654880448,Saline,banana,92,51,85,Ammonium Sulphate
27.09062164,81.33506906,25.066916135550812,Peaty,banana,104,54,80,Urea
26.12643374,81.81365007,30.919742545965953,Peaty,banana,103,51,72,Ammonium Sulphate
29.01207743,77.95192527,17.90389509257515,Peaty,banana,92,45,75,DAP
27.96799119,79.28625709,34.213874932764824,Chalky,banana,93,49,85,NPK
28.0764455,76.05522115,27.61661373991659,Loamy,banana,120,52,87,NPK
25.16278237,84.97849241,34.34296608281881,Clay,banana,108,46,72,MOP
25.78749808,84.51194224,14.027370489718427,Clay,banana,105,54,88,Ammonium Sulphate
25.34119774,84.47321314,27.76044672989797,Chalky,banana,98,50,79,MOP
29.44795403,78.34971537,36.35043702684732,Sandy,banana,111,55,88,Super Phosphate
26.47522633,78.51833782,39.1988372560394,Clay,banana,97,45,74,Super Phosphate
27.39489579,83.31172003,25.76967492804848,Peaty,banana,95,48,82,MOP
25.08347445,80.26173100000003,12.761016012568984,Peaty,banana,89,55,91,Urea
26.671983500000003,76.48541655,33.05992825346472,Loamy,banana,89,55,85,MOP
25.44926208,79.49221962,11.482177226421191,Saline,banana,118,51,88,Ammonium Sulphate
28.22776705,80.64303840000002,15.28139135278516,Sandy,banana,101,45,92,Urea
28.127950899999995,77.48247073,22.68075237494274,Peaty,banana,99,47,92,Super Phosphate
28.9470467,82.1888998,16.97404827236049,Chalky,banana,82,46,77,DAP
27.96236771,84.15403614,23.65355264618299,Silt,banana,90,55,86,MOP
28.00316034,78.90085998,29.51061030307955,Sandy,banana,95,52,88,MOP
29.1400919,80.1190228,11.758351120203113,Chalky,banana,104,46,73,Ammonium Sulphate
27.9122104,83.36307683,33.003759390563935,Chalky,banana,102,52,73,Super Phosphate
25.43480512,81.53977797,25.449713934764468,Chalky,banana,100,52,74,Ammonium Sulphate
28.55980972,84.51602322,17.69988096534763,Sandy,banana,94,48,89,Urea
26.59580783,82.99556744,34.14058556630211,Saline,banana,99,46,70,MOP
27.19711623,77.39706290000002,10.34072897606637,Sandy,banana,112,48,87,NPK
25.29391516,79.29122198,36.90892182278877,Loamy,banana,117,45,82,Ammonium Sulphate
29.90888522,76.98740841,31.315296593888476,Chalky,banana,96,51,86,Ammonium Sulphate
27.94972463,76.63713353,34.469961511520395,Clay,banana,113,45,85,DAP
25.01018457,78.76260938,18.244475569418167,Silt,banana,105,46,93,Urea
29.21144871,84.70189923,25.291253366035626,Clay,banana,85,51,89,Super Phosphate
27.35911627,84.54625006,17.993475636770228,Chalky,banana,108,47,94,Ammonium Sulphate
28.0106804,76.52808057,25.092827401028767,Chalky,banana,92,52,81,NPK
28.67208915,82.20793613,35.387345126837076,Sandy,banana,110,54,71,Urea
27.34585147,78.48738349999998,11.113251121877534,Peaty,banana,82,55,75,Urea
29.50704598,78.20585613,17.880847977903546,Clay,banana,117,53,81,MOP
29.73770045,47.54885174,25.542912689975232,Chalky,mango,2,27,40,DAP
33.55695561,53.72979826,31.547587978170938,Saline,mango,39,31,24,MOP
27.00315545,47.67525434,33.89423056658288,Saline,mango,21,27,26,Super Phosphate
33.56150184,45.53556603,29.705022396978045,Clay,mango,25,25,22,DAP
35.89855625,54.25964196,26.299774396913655,Peaty,mango,0,32,21,MOP
34.17719782,50.62161586,37.3372297915609,Silt,mango,20,35,19,Urea
30.01592643,53.19212381,28.808223950072453,Chalky,mango,19,34,21,Ammonium Sulphate
31.74592134,45.16127859,16.735997636500787,Chalky,mango,18,31,17,Super Phosphate
35.99009679,52.22780489,15.164085237622889,Saline,mango,11,33,36,DAP
31.86641378,52.19331595,22.491025443613186,Sandy,mango,30,30,28,Urea
27.75518664,52.34605806,34.91603008774506,Clay,mango,18,27,19,NPK
34.72413192,51.4271781,31.598549160525444,Saline,mango,23,27,23,Ammonium Sulphate
27.53907547,53.63549533,27.10651144191435,Silt,mango,37,34,30,NPK
27.69637763,48.56224879999999,34.92444234694912,Loamy,mango,11,30,27,Ammonium Sulphate
27.25373364,52.66319725,31.107626267803685,Silt,mango,12,31,19,Super Phosphate
30.33723921,48.88704844,24.971663413543844,Clay,mango,3,33,28,Super Phosphate
31.85744939,45.53106268,38.827055867473575,Clay,mango,37,32,38,NPK
35.39986338,49.45962621,39.21074301360767,Chalky,mango,26,30,37,DAP
29.80747243,52.13797867,35.315781068480135,Sandy,mango,14,30,18,MOP
34.16438906,54.16482251,26.79354115000633,Peaty,mango,40,35,16,MOP
28.93270187,47.94053996,14.99250007938235,Clay,mango,4,25,20,MOP
27.98392787,53.33018851,15.104039416735183,Saline,mango,36,33,25,Urea
31.20478173,54.49960506,39.45926917327367,Chalky,mango,30,31,17,DAP
32.13409675,50.52559148,29.696728766713004,Peaty,mango,28,28,37,MOP
28.91862016,48.13974548,22.118792265541888,Loamy,mango,38,30,15,Urea
31.09779147,47.41196659,34.12855843666321,Peaty,mango,12,30,37,Super Phosphate
34.73823882,49.08864345,19.175513775866307,Saline,mango,38,31,19,Urea
29.98080499,49.48613279,11.529548907877553,Saline,mango,8,29,33,Ammonium Sulphate
33.80398664,46.12866113,34.562850684577185,Chalky,mango,15,28,27,NPK
30.07202564,50.96040505,19.271683448595027,Clay,mango,34,25,16,Urea
27.92063282,51.77965917,28.41346311026856,Silt,mango,11,31,36,Urea
31.40948821,49.21729127,36.15655470225224,Sandy,mango,33,34,29,Super Phosphate
35.7877738,51.94190321,21.04195405313199,Silt,mango,12,26,31,DAP
33.36140093,45.02236377,16.614444182255824,Saline,mango,12,28,34,NPK
35.96054636,48.69677802,25.693664277512575,Loamy,mango,5,31,16,NPK
28.33333307,51.39586505,38.74146233116933,Chalky,mango,1,29,30,Urea
32.27652024,50.19368841,28.009494270019598,Silt,mango,16,31,35,Urea
31.99490489,50.84881347,39.46450790560793,Silt,mango,35,26,18,MOP
27.58258929,48.56916221,18.787671712367363,Sandy,mango,4,26,40,Super Phosphate
29.38471637,45.88744691,16.929366687582377,Loamy,mango,9,34,29,Super Phosphate
32.38697531,53.2328243,29.187665522477072,Clay,mango,2,33,38,DAP
30.91471455,49.92963856,22.909189258736657,Chalky,mango,26,32,32,Ammonium Sulphate
35.37775595,45.58110023,29.766897012945847,Loamy,mango,34,31,38,Urea
32.32362177,52.58967710000001,38.68636271539525,Saline,mango,5,33,32,Ammonium Sulphate
28.22373428,47.40519056,30.89691533405242,Chalky,mango,31,26,29,Super Phosphate
27.27433181,47.16808054,30.817426103014114,Loamy,mango,34,35,34,MOP
27.10710832,50.70880979,16.934821043105675,Saline,mango,36,32,19,DAP
34.89226666,48.75613373,26.258387685884347,Silt,mango,7,26,17,Urea
33.7462686,48.50387598,29.97339701298808,Silt,mango,38,27,15,DAP
27.351105600000004,54.43945147,36.96810863341704,Loamy,mango,5,25,19,MOP
32.89300162,52.61323969,13.021572407383962,Loamy,mango,37,26,36,Ammonium Sulphate
35.38598705,51.42664176,39.63884935005035,Chalky,mango,21,32,31,Urea
27.552973600000005,47.90859131,37.391799957030855,Chalky,mango,37,27,36,DAP
32.82141065,47.45553843,27.122881837101545,Silt,mango,23,30,23,Super Phosphate
30.17294105,51.0845903,33.49990859323067,Peaty,mango,36,26,26,DAP
29.26382931,54.82257868,38.74863279247626,Clay,mango,24,35,33,NPK
32.06097197,51.08494181,11.357958182266415,Saline,mango,26,30,18,Ammonium Sulphate
28.69818144,47.71875722,10.63487102896612,Peaty,mango,22,26,17,Ammonium Sulphate
29.14305008,49.40983294,29.873379168094996,Silt,mango,11,32,34,Ammonium Sulphate
28.347161100000005,53.53903102,27.63334371578482,Clay,mango,29,28,35,Ammonium Sulphate
27.67256197,45.41692012,19.629535260103545,Peaty,mango,22,26,28,Urea
28.1218093,46.16888595,28.903136868062386,Loamy,mango,23,32,24,Super Phosphate
30.79375683,46.69536813,20.200815403920828,Loamy,mango,1,34,35,Ammonium Sulphate
28.89409382,54.80750249,36.05382364850912,Silt,mango,2,34,24,Ammonium Sulphate
33.33024826,45.61143594,29.621020441583724,Peaty,mango,39,25,37,Super Phosphate
27.78912455,53.96886679,16.650139634859872,Chalky,mango,15,27,36,Super Phosphate
31.65333432,48.20662669,34.332235724287486,Peaty,mango,3,31,18,NPK
29.75150773,46.73723302,24.385540458462604,Saline,mango,8,32,38,Super Phosphate
31.32995611,50.22287593,12.385764220193904,Chalky,mango,33,34,31,Super Phosphate
35.63627319,48.97047762,36.42128870584978,Peaty,mango,14,32,29,Urea
31.66524687,51.98594645,19.971104475838544,Chalky,mango,18,26,20,DAP
32.26935342,53.56092806,39.91310777041667,Sandy,mango,9,32,21,Urea
27.81005614,51.59445462,32.72232352108016,Saline,mango,20,27,30,Urea
34.58561471,50.34035336,35.32640121702383,Silt,mango,9,25,38,NPK
31.27180992,52.23810152,13.896740708040614,Loamy,mango,26,34,24,MOP
33.93679864,52.72170281,20.07339188642716,Chalky,mango,31,29,36,Urea
31.09154239,47.02058367,19.500110260360124,Clay,mango,14,35,18,Super Phosphate
31.89356292,49.02450149,31.647315326573068,Loamy,mango,40,35,16,MOP
32.45465292,50.69693751,11.325469172888226,Sandy,mango,28,34,27,Super Phosphate
35.47478322,47.97230503,12.428082798823574,Clay,mango,0,30,17,Ammonium Sulphate
27.32961444,49.30347234,38.090176651264386,Saline,mango,1,29,29,Super Phosphate
30.90225239,49.95955487,34.464473041404204,Clay,mango,2,31,36,NPK
29.09382275,45.5661059,33.300369549832055,Peaty,mango,12,26,27,Urea
30.02086169,46.78393776,12.188919845232626,Loamy,mango,7,35,28,Super Phosphate
34.13072188,51.25786185,25.771699529900108,Sandy,mango,0,26,36,NPK
33.44619894,53.05980465,29.064611538972763,Sandy,mango,26,31,35,DAP
35.3915464,52.48823147,23.145632732191537,Saline,mango,27,30,21,Urea
31.53356352,53.06009323,33.553869542137804,Saline,mango,22,31,38,NPK
30.764551500000003,47.93791463,18.381995996008676,Saline,mango,22,31,18,MOP
30.01821337,50.09831810000001,25.462467964214582,Loamy,mango,28,28,23,Ammonium Sulphate
31.32863689,47.59319575,22.228373899312228,Saline,mango,7,27,31,Ammonium Sulphate
33.88004781,54.39416048,15.534857901840551,Loamy,mango,29,26,34,Urea
28.07802689,54.9640534,37.570277409228495,Sandy,mango,8,33,37,NPK
35.53845018,52.94641947,28.7556321540209,Sandy,mango,39,27,16,NPK
28.70595247,50.44030129,15.289663336360727,Peaty,mango,40,25,24,MOP
31.48451729,48.77926304,20.454716240405865,Peaty,mango,19,26,38,Ammonium Sulphate
27.69819273,51.41593238,30.946479558179444,Saline,mango,21,30,21,MOP
30.41235793,52.48100602,32.42750820024524,Peaty,mango,22,33,18,Ammonium Sulphate
32.17752026,54.01352682,22.238314647615574,Sandy,mango,31,30,20,Ammonium Sulphate
32.611261400000004,47.74916499,21.341923238895795,Loamy,mango,18,31,26,Urea
29.99677232,81.54156612,10.305448411775371,Saline,grapes,24,195,130,Urea
30.7280404,82.42614055,27.856149250763547,Loamy,grapes,13,204,144,Ammonium Sulphate
32.44577836,83.88504863,24.298675122035462,Clay,grapes,22,205,123,NPK
37.46566825,80.65968681,12.278494233359917,Chalky,grapes,36,196,125,Super Phosphate
22.03296178,83.74372787,34.17846016343321,Clay,grapes,24,196,131,Ammonium Sulphate
39.64851881,82.21079946,35.18735653807894,Peaty,grapes,2,198,123,Super Phosphate
16.77557314,82.75241875,25.121913192957898,Saline,grapes,35,197,140,DAP
12.14190714,83.56812483,30.515602895654887,Clay,grapes,11,195,122,NPK
12.7567962,81.62497448,19.199698629990845,Sandy,grapes,6,203,123,MOP
39.04071989,80.18393287,10.859546227781708,Peaty,grapes,17,204,134,Urea
39.70772192,82.68593454,16.920727550981834,Chalky,grapes,25,197,130,MOP
9.467960445,82.29335466,29.11861042145202,Clay,grapes,27,205,145,Ammonium Sulphate
29.58748357,80.91934392,37.79086961245632,Loamy,grapes,9,201,122,MOP
17.82803682,80.96093443,32.98163612631207,Silt,grapes,16,203,139,DAP
8.825674745,82.89753705,26.572240177876846,Loamy,grapes,32,204,141,MOP
27.83487131,83.51444973,20.940437094555485,Sandy,grapes,22,195,138,Super Phosphate
11.02105378,80.55557235,34.497094337460496,Chalky,grapes,31,202,144,Ammonium Sulphate
17.5862944,80.84806564,33.8413153867364,Clay,grapes,3,205,136,Super Phosphate
19.89363946,82.73366439,29.793598833656496,Sandy,grapes,28,197,122,Super Phosphate
29.93707596,81.77713468,25.67483234647967,Silt,grapes,4,204,136,Super Phosphate
36.73126647,80.58931938,35.81646393705617,Silt,grapes,39,201,145,DAP
20.42094753,81.54185044,13.524493556511096,Sandy,grapes,38,197,132,DAP
25.51939719,83.98351748,20.093685060524916,Loamy,grapes,36,198,133,NPK
30.50734778,82.71775569,38.52772395474215,Peaty,grapes,25,201,121,NPK
18.426993600000007,80.55625868,14.290508329434752,Loamy,grapes,15,199,125,NPK
12.087022,83.59398734,27.532133157535547,Saline,grapes,24,205,140,Urea
23.60115364,82.48336987,39.017734207126445,Clay,grapes,13,203,132,DAP
12.80000387,81.20876367,38.19285344470697,Chalky,grapes,5,197,126,Ammonium Sulphate
38.06099482,82.24729637,12.320994820426304,Sandy,grapes,30,200,120,DAP
39.06555518,82.03812973,29.78734435797173,Chalky,grapes,23,197,142,DAP
33.78372897,81.16314317,13.497713155770658,Peaty,grapes,26,203,135,Ammonium Sulphate
16.76201707,82.00335557,36.30326517284854,Loamy,grapes,7,203,126,NPK
35.89307536,82.66850729,20.949557605967605,Chalky,grapes,32,198,139,DAP
21.01245395,81.17931863,19.123338674596184,Saline,grapes,9,202,141,Super Phosphate
10.89875873,80.01639435,12.560345143683424,Silt,grapes,20,196,142,MOP
16.36251869,83.00471609,27.48913300990351,Clay,grapes,32,201,129,Urea
20.28370163,81.32235739,34.839367379258164,Silt,grapes,3,199,134,Urea
25.11108456,83.25447587,20.857349646062012,Chalky,grapes,38,204,138,Urea
33.4641162,83.86742974,26.429367156538266,Loamy,grapes,14,198,131,Urea
11.7976469,80.86325389,39.63142310908796,Chalky,grapes,20,204,122,Super Phosphate
11.36300891,80.03100049,26.679953193017354,Saline,grapes,40,201,126,MOP
25.23542319,80.68700527,38.813580003129424,Clay,grapes,36,204,128,MOP
15.99050693,81.23966573,28.559528798364045,Saline,grapes,11,197,132,Super Phosphate
22.4359017,80.18612085,33.72500469431978,Saline,grapes,0,195,137,Urea
34.76086052,81.03544763,34.961950942319156,Sandy,grapes,19,200,123,NPK
31.11047251,83.34010951,19.947152903550553,Silt,grapes,31,197,136,Ammonium Sulphate
28.57828803,80.95628959,36.41901257738565,Chalky,grapes,4,200,134,Urea
41.18664903,81.01783402,31.093889028735372,Chalky,grapes,39,201,139,Super Phosphate
27.02766138,83.17093908,33.21827238524452,Saline,grapes,8,196,127,MOP
21.19339319,82.33098331,39.89903341907615,Loamy,grapes,39,203,138,NPK
10.38004759,83.44518113,11.837320613601852,Loamy,grapes,32,204,120,MOP
31.3115978,82.56407013,37.89283103176756,Clay,grapes,12,203,142,Ammonium Sulphate
20.46657776,80.97598029,15.126950011114777,Loamy,grapes,8,195,133,NPK
29.36947679,81.53996362,11.921164269212918,Peaty,grapes,8,199,139,MOP
10.72302459,80.02130636,15.19168159686482,Chalky,grapes,21,202,134,Ammonium Sulphate
14.97846952,80.49979873,12.53463054220112,Peaty,grapes,40,195,140,Urea
15.3246651,81.67215994,25.40946329542492,Chalky,grapes,39,202,127,MOP
18.73932187,81.12109244,23.67519422830066,Sandy,grapes,19,195,120,Super Phosphate
19.3642553,83.36094029,23.676651900548165,Silt,grapes,21,201,139,MOP
41.20733624,81.61051026,29.808253119770676,Sandy,grapes,17,195,136,NPK
33.34214482,82.51034633,37.955436877501555,Saline,grapes,33,203,139,MOP
23.81995682,80.12211649,32.69894377019633,Chalky,grapes,22,201,133,DAP
40.66012294,81.24995984,22.874344860732545,Clay,grapes,32,196,130,Urea
11.82768186,80.2827185,30.073902279874613,Sandy,grapes,37,205,135,Urea
13.28504331,83.54193816,28.885306873917155,Sandy,grapes,15,195,140,Super Phosphate
35.83089092,83.32560104,16.0739921074412,Chalky,grapes,39,196,132,MOP
26.18159716,81.03886263,22.182203997527097,Peaty,grapes,40,199,121,NPK
24.57558351,80.70695797,22.868910991909967,Loamy,grapes,40,202,132,DAP
29.67229086,83.71498986,39.476357084168754,Peaty,grapes,29,203,142,NPK
39.37102553,81.25353895,25.58111658367802,Peaty,grapes,32,199,121,Urea
17.66558428,82.92903419,10.981506518662425,Silt,grapes,6,205,140,Super Phosphate
24.06679352,82.66396666,12.729830119648582,Sandy,grapes,8,196,120,Super Phosphate
15.31413469,80.09711412,27.41648669547876,Clay,grapes,34,202,133,NPK
21.77466746,80.54942557,17.15988630641908,Sandy,grapes,35,199,135,Urea
26.91624843,80.76838926,18.41084137408512,Peaty,grapes,16,199,145,Urea
41.65602996,82.22118237,15.79191788441562,Silt,grapes,8,201,136,MOP
17.98667801,81.17712085,20.49495048697699,Peaty,grapes,25,195,129,Ammonium Sulphate
29.12033769,82.79092939,18.622757904760224,Silt,grapes,16,201,130,Urea
34.38922481,83.18392806,22.254015619777185,Peaty,grapes,39,203,129,Urea
41.36106301,82.79782954,19.51944318240618,Clay,grapes,38,203,135,Urea
35.12158265,82.26890793,34.5886900125601,Sandy,grapes,33,205,120,NPK
19.6491772,80.15215777,35.24894694606837,Peaty,grapes,35,204,125,Urea
16.27852801,82.94270065,21.251934727786313,Chalky,grapes,1,200,132,Ammonium Sulphate
21.11903604,80.63399198,22.611973164744107,Sandy,grapes,39,203,140,Ammonium Sulphate
19.2077707,82.90428409999998,11.09303769553389,Sandy,grapes,28,202,145,DAP
25.96308415,82.57813624,16.150050407954563,Saline,grapes,6,200,128,DAP
25.67385024,81.6212135,36.005309765730765,Peaty,grapes,6,199,139,Urea
41.94865736,81.15595212,30.48439223174267,Saline,grapes,29,196,122,Urea
11.18994268,80.8084305,20.630015994793347,Sandy,grapes,37,197,144,Urea
17.5438296,82.94703302,36.74170474602055,Saline,grapes,38,197,120,Super Phosphate
13.05809741,80.28297993,18.379751402037062,Silt,grapes,38,198,141,MOP
9.724457611,83.74765639,26.118268919581055,Chalky,grapes,14,203,121,DAP
27.92004934,82.93262435,20.119866078308306,Loamy,grapes,6,204,125,Urea
9.535585543,80.73112694,33.96786668073186,Loamy,grapes,32,197,138,NPK
13.42988625,80.06633966,15.766627830962047,Silt,grapes,11,204,124,NPK
9.851242629,80.22631717,38.16162874574915,Loamy,grapes,23,200,138,Urea
24.97256132,82.72828653,39.87562971661604,Loamy,grapes,40,201,143,Super Phosphate
27.23708304,82.94573346,35.58761011481423,Sandy,grapes,6,202,142,Ammonium Sulphate
18.70679077,83.4795292,21.644982561280887,Chalky,grapes,37,195,124,DAP
9.949929082,82.55138983,27.445877240131352,Silt,grapes,35,204,134,Urea
27.57826922,94.11878202,39.57591750385353,Loamy,muskmelon,115,55,17,MOP
27.82054812,93.03555162,31.007046881344316,Saline,muskmelon,114,48,27,NPK
29.09910406,94.22237826,13.408318400258077,Silt,muskmelon,101,52,25,NPK
28.04943594,90.83130708,27.186324569515996,Peaty,muskmelon,118,52,18,Ammonium Sulphate
29.91690582,94.55695552,20.405329385188637,Clay,muskmelon,95,45,26,Super Phosphate
29.86895762,93.25103208,10.74224391093164,Sandy,muskmelon,81,49,25,Super Phosphate
29.17220859,92.21405224,20.066191280252667,Loamy,muskmelon,117,53,24,Urea
29.24908541,90.06998135,39.39263120599212,Saline,muskmelon,114,51,30,Ammonium Sulphate
27.76317235,90.35567642,25.177853066735153,Silt,muskmelon,113,52,6,Ammonium Sulphate
28.82629037,94.26765349,31.639718298077955,Chalky,muskmelon,108,52,26,MOP
28.52379742,92.09688432,18.916864835484546,Peaty,muskmelon,81,48,30,Ammonium Sulphate
29.06785065,90.97685539,29.24773887447835,Loamy,muskmelon,115,52,9,NPK
29.08417927,90.73891887,18.13224300751176,Clay,muskmelon,83,45,7,NPK
28.47090661,94.79453182,23.117681996838137,Saline,muskmelon,84,55,21,DAP
28.27973674,90.38971208,18.029630026514244,Saline,muskmelon,109,45,26,DAP
28.47212559,91.21322065,39.10633072078288,Chalky,muskmelon,95,55,27,DAP
29.68846716,94.30111601,24.58483603507209,Peaty,muskmelon,119,55,5,Ammonium Sulphate
27.02415146,91.66737633,14.763115677492763,Silt,muskmelon,110,51,14,MOP
29.09588297,94.16748386,18.327207390735467,Chalky,muskmelon,82,48,18,MOP
29.69238699,92.58862544,26.269970324436418,Sandy,muskmelon,87,48,14,DAP
28.20619412,92.86798698,28.206539696793794,Chalky,muskmelon,85,53,9,DAP
29.05248036,93.92217834,31.323991534328524,Sandy,muskmelon,100,53,6,DAP
29.57240298,93.61870344,16.801634763526057,Clay,muskmelon,107,46,12,DAP
29.10968327,92.43510994,38.722576974435675,Saline,muskmelon,91,47,13,NPK
28.20480805,92.91440379,28.54652661535363,Peaty,muskmelon,102,50,25,DAP
29.11858526,92.12543021,31.127635793537628,Sandy,muskmelon,117,53,25,Super Phosphate
29.62800691,90.10051615,20.86529711124028,Clay,muskmelon,85,52,21,MOP
29.81196601,90.36881284,20.614769195157614,Silt,muskmelon,104,55,25,DAP
27.72338349,90.93897939,23.75797525941049,Loamy,muskmelon,102,54,24,DAP
29.26092798,92.92367701,13.217754010193367,Saline,muskmelon,116,50,25,MOP
29.72791119,94.29753295,24.699474383844912,Loamy,muskmelon,100,48,17,NPK
28.91105641,90.78413842,38.13327641271841,Loamy,muskmelon,110,54,25,Super Phosphate
28.96361426,93.88482153,26.69758474192782,Peaty,muskmelon,104,51,25,NPK
28.59052369,91.33617236,27.483389913883013,Loamy,muskmelon,107,54,11,DAP
27.33897716,90.69759008,15.9451141342911,Loamy,muskmelon,98,52,26,DAP
29.90415889,90.75284363,12.647163775344488,Saline,muskmelon,88,52,17,Ammonium Sulphate
27.42711692,90.02696201,25.29621492360865,Chalky,muskmelon,87,46,25,DAP
29.55657523,90.70937262,37.719183546108766,Loamy,muskmelon,120,46,8,DAP
29.84070774,93.76312893,12.715739887125467,Chalky,muskmelon,95,46,13,Super Phosphate
28.53545677,91.72742702,19.785128612931306,Chalky,muskmelon,108,47,22,DAP
27.11535046,94.86907886,39.589201681606156,Loamy,muskmelon,82,52,13,Urea
27.84492803,91.60666594,36.18509887752319,Silt,muskmelon,120,55,23,Super Phosphate
29.03157242,91.82172592,32.32378073037577,Sandy,muskmelon,110,47,22,Urea
27.82424457,90.56698742,12.605648141804537,Loamy,muskmelon,95,45,23,Ammonium Sulphate
27.72653142,92.00687531,17.215429728255245,Clay,muskmelon,106,49,10,Urea
28.69708334,94.30759855,17.524858606131332,Peaty,muskmelon,99,52,12,MOP
29.73019662,90.97015715,11.370150428123663,Saline,muskmelon,106,51,20,NPK
29.54097171,92.91778307,33.40042832722154,Clay,muskmelon,83,53,11,Urea
28.80311922,91.78336933,38.55512132214258,Silt,muskmelon,117,55,19,Urea
27.29035669,90.53330091,28.872180517965393,Chalky,muskmelon,98,49,26,Ammonium Sulphate
27.46583649,94.87679041,36.776724637275166,Peaty,muskmelon,113,48,20,Urea
29.49401389,94.72981338,31.03370954474577,Silt,muskmelon,101,47,17,Urea
27.79161808,92.51054946,13.051046245939322,Silt,muskmelon,98,45,7,NPK
29.12533739,91.52291141,13.876591878679925,Silt,muskmelon,93,48,22,Urea
27.93114233,93.56161439,14.961060785558669,Chalky,muskmelon,95,47,21,Urea
29.45771748,92.12534736,37.8565433669192,Loamy,muskmelon,109,48,12,MOP
27.96872279,92.17444796,26.55450273681306,Loamy,muskmelon,118,47,12,Ammonium Sulphate
29.48882958,91.07574233,31.928669853873775,Saline,muskmelon,100,49,14,NPK
29.47156259,90.77069618,15.518596471488546,Chalky,muskmelon,89,47,9,Super Phosphate
27.076726500000003,90.14362622,25.374439195831748,Silt,muskmelon,95,46,16,DAP
27.30008597,90.80015308,10.151081704766632,Sandy,muskmelon,95,45,7,Urea
29.82729394,90.79007335,20.02022008041937,Peaty,muskmelon,87,45,6,Super Phosphate
29.93061247,93.22980899,36.38541146951611,Saline,muskmelon,93,50,20,DAP
29.94349168,93.90741192,31.587593601755135,Saline,muskmelon,84,49,29,Urea
28.03306461,91.47355778,39.077480946181765,Chalky,muskmelon,111,47,5,MOP
29.8843055,94.0371147,38.88462744460488,Peaty,muskmelon,111,52,5,Urea
27.7058373,92.91185695,39.39308078363206,Saline,muskmelon,111,54,15,DAP
29.78714005,94.65343534,20.921072151900344,Clay,muskmelon,89,47,11,DAP
28.57819995,92.86597437,26.6557798005209,Peaty,muskmelon,110,48,15,MOP
29.48069921,90.33698678,36.074293345403305,Chalky,muskmelon,95,52,30,DAP
27.51492243,94.96218673,22.462884191575263,Silt,muskmelon,115,52,12,Super Phosphate
28.05457761,94.81637388,26.071181514385778,Saline,muskmelon,120,50,25,Urea
29.03167341,93.12603235,13.44088201522105,Chalky,muskmelon,102,45,11,NPK
28.5854649,91.89216849,28.382940162486687,Clay,muskmelon,94,55,5,Ammonium Sulphate
27.08808014,93.42402083,35.9384109005465,Silt,muskmelon,84,46,18,Ammonium Sulphate
27.99611732,90.84660317,37.55684131935775,Saline,muskmelon,107,54,22,MOP
27.87317436,91.14849627,34.76037008428793,Peaty,muskmelon,80,52,18,Ammonium Sulphate
28.96586565,90.71832938,34.565799731561356,Clay,muskmelon,86,45,18,DAP
28.87726019,92.48839665,22.767043640789772,Clay,muskmelon,113,48,28,Super Phosphate
29.17052093,94.19790371,27.993390922179646,Chalky,muskmelon,115,53,18,Urea
29.34033587,90.01506395,23.529884193821076,Sandy,muskmelon,82,54,20,MOP
29.07265321,91.91533173,16.36436080055242,Peaty,muskmelon,98,47,22,DAP
28.68275966,92.50969311,10.208690259407248,Saline,muskmelon,117,54,25,Super Phosphate
28.92705913,91.39356832,10.134246165703846,Clay,muskmelon,83,49,15,DAP
27.99901833,91.64193051,14.236596116042879,Peaty,muskmelon,120,51,16,Super Phosphate
27.59350075,91.79742953,23.418856824563377,Peaty,muskmelon,111,50,5,Super Phosphate
29.87331077,90.60932469,29.918839848365348,Clay,muskmelon,85,47,21,MOP
28.55852465,90.45773041,38.53983077156535,Clay,muskmelon,90,54,23,Super Phosphate
29.19378695,91.46241065,18.340061317654552,Clay,muskmelon,99,55,29,DAP
27.98780984,92.78226196,38.620477066946705,Saline,muskmelon,102,47,11,NPK
28.05380704,91.81758779,17.56498944037608,Chalky,muskmelon,80,51,18,NPK
27.350629600000005,94.29119509999998,17.386698593343315,Silt,muskmelon,87,52,21,NPK
29.34081108,94.5513539,27.90648149917764,Peaty,muskmelon,114,52,8,MOP
